CINC	JG05	k0	k4	sites
g17246	JG24_g2357	0.0205950815996202	0.14138345439943142	2999
g17245	JG24_g2358	0.0796618457222025	0.3241000163927443	4230
g17244	JG24_g2359	0.0051247209981739	0.14422519263288813	1469
g17243	JG24_g2360	0.0631952577133048	0.38120595148078906	447
g17242	JG24_g2361	0.032613833954804	0.2348188409828619	576
g17241	JG24_g2362	0.0468118486644108	0.34144182945838486	937
g17240	JG24_g2363	0.0325062652130715	0.2584251944261758	1107
g17238	JG24_g2365	0.0804341477651981	0.34509264048452143	1113
g17237	JG24_g2366	0.2632014739865758	0.5516703106816385	1423
g17235	JG24_g2367	0.4140514367250298	0.5404096160610448	730
g17233	JG24_g2368	0.0289382673984953	0.15778463219183406	1183
g17232	JG24_g2370	0.0351049299154501	0.21809748503694476	9620
g17230	JG24_g2372	0.1088520918734441	0.677663779572544	342
g17228	JG24_g2373	0.1205855469550679	0.32692157885957046	7981
g17227	JG24_g2374	0.1973932893326138	0.6354733952904027	934
g17226	JG24_g2375	0.0078844352918152	0.3326193777730526	403
g17225	JG24_g2376	0.0755421846833063	0.2866851135046178	1519
g17224	JG24_g2377	0.1628179169199965	0.4714564945667805	2368
g17223	JG24_g2378	0.1280249984937016	0.32738134995721924	7767
g17219	JG24_g2379	0.055206260146717	0.26388623395063604	4148
g17218	JG24_g2380	0.0183215217637214	0.17423539249996467	3027
g17217	JG24_g2383	0.1521303355726264	0.7101047068500792	883
g11730	JG24_g2384	0.0639461964493816	0.559459024595187	880
g11731	JG24_g2385	0.1665958553957807	0.6427949909578725	979
g11732	JG24_g2386	0.0570484365668183	0.35967981019641465	1403
g11733	JG24_g2387	0.1405566306089404	0.4393186999805448	3501
g11734	JG24_g2388	0.0102917566913259	0.3398198678230642	917
g11735	JG24_g2389	0.0419013358147711	0.37697164242135905	512
g11736	JG24_g2390	0.0904659789298177	0.36739460477661967	2003
g11737	JG24_g2391	0.0279589741741049	0.28962892888011416	885
g11738	JG24_g2392	-0.0	0.15519053685549186	602
g11739	JG24_g2393	0.0056391243105205	0.269530500680923	526
g11740	JG24_g2394	0.1822299925402931	0.521566316293554	4218
g11742	JG24_g2395	0.0858077633833081	0.4178936582429373	508
g11743	JG24_g2396	0.0142368381842175	0.1499638411276689	1168
g11744	JG24_g2397	0.0160756321773518	0.2163210470913768	775
g11745	JG24_g2398	0.0547117497346256	0.3167041698184093	603
g11747	JG24_g2399	0.1294891288838654	0.487588446167509	3981
g11748	JG24_g2402	0.1148793799935921	0.37326362265369917	3784
g11749	JG24_g2407	0.1516460033668402	0.4597663891176156	4224
g11750	JG24_g2408	0.0314182062818701	0.18757452097705352	1109
g11751	JG24_g2409	0.016088283009238	0.17473798210269234	2276
g11752	JG24_g2410	0.0247398742472299	0.16256531491157905	679
g11753	JG24_g2411	0.0349730341865973	0.33533475518929257	2116
g11754	JG24_g2412	0.0279883222553963	0.19512303266841646	1130
g11755	JG24_g2413	0.1550958099845102	0.36224830585743784	2834
g11757	JG24_g2414	0.0740885678068095	0.46013366710541614	918
g11758	JG24_g2415	0.0103618064232013	0.08396918052779608	2451
g11759	JG24_g2416	0.0475911053311247	0.2607037312705138	2807
g11760	JG24_g2417	0.0067416184263249	0.12963210962955812	454
g11761	JG24_g2418	0.0047847052230292	0.3924361078234109	966
g11763	JG24_g2421	0.1436473979936177	0.5068165783860571	4145
g11764	JG24_g2422	0.0768700361608629	0.3623370317536727	2754
g11765	JG24_g2423	-0.0	0.18848582121067953	790
g11766	JG24_g2424	0.0358491178033326	0.4961646113562963	1300
g11767	JG24_g2425	0.0991963301689095	0.35290497455858627	1726
g11768	JG24_g2426	0.0134081783305544	0.22945163457084847	463
g11769	JG24_g2427	0.1088795006896453	0.4333399361756518	1706
g11770	JG24_g2428	0.0381500330168439	0.2930109839429456	2181
g11771	JG24_g2429	0.0473869187523365	0.34904175782722235	9057
g11772	JG24_g2430	-0.0	0.35378587023702374	457
g6211	JG24_g2432	0.5691302775407974	1.1548834654761788	12184
g11774	JG24_g2434	0.0673633823697082	0.34496497004417565	4521
g11775	JG24_g2435	0.0060975945624376	0.15478874754419236	774
g11776	JG24_g2438	0.1050057656539966	0.44203915951964107	8516
g11777	JG24_g2439	0.0588799773734316	0.26476397455171646	2524
g11778	JG24_g2440	0.2066830797646972	0.46886237198587155	4327
g11781	JG24_g2441	0.00619838238742	0.21382606939371696	251
g11782	JG24_g2442	0.0237758183158456	0.15472764111033	2378
g11783	JG24_g2443	0.0321566152646058	0.31070680334273953	630
g11784	JG24_g2444	0.0145364222439611	0.13076504035858336	1384
g11785	JG24_g2445	0.036907815398996	0.30550464217688594	1290
g11786	JG24_g2446	0.0228480305443556	0.2117857782735813	2207
g11787	JG24_g2448	0.072608046272354	0.3146475281816761	1757
g11788	JG24_g2449	0.1525181981197745	0.41189085021087873	5981
g11789	JG24_g2450	0.0032327636258416	0.012931354825879577	462
g11790	JG24_g2451	0.0210569698364015	0.14942852284549152	1823
g11791	JG24_g2452	0.0877191278570518	0.4252651365822244	9276
g11792	JG24_g2453	0.046298006583875	0.2968756612854023	741
g11793	JG24_g2454	0.03415809013007	0.47017334626405866	830
g11794	JG24_g2455	0.1130983077656127	0.4015511473611212	10637
g11795	JG24_g2456	0.0166076469913727	0.14378347285784526	1571
g11796	JG24_g2459	0.0079031289770893	0.11070853188386423	4817
g11797	JG24_g2460	0.099061086293297	0.44921997412518316	1079
g11798	JG24_g2461	0.0244919722305394	0.23347162831377305	1441
g11799	JG24_g2462	0.1160166045634958	0.3062695996008966	4824
g11800	JG24_g2463	0.0957428583968085	0.36543666990149537	4434
g11801	JG24_g2464	0.048348151564386	0.49203257276742624	452
g11802	JG24_g2465	0.0145635643928262	0.1998496749761312	319
g11803	JG24_g2466	0.0269405145428708	0.1944619484475622	3339
g11804	JG24_g2467	-0.0	0.5393420002224046	208
g11805	JG24_g2468	0.0339631383619186	0.27475101324929935	1183
g11806	JG24_g2469	0.2114374286092255	0.5859681350862762	1089
g11807	JG24_g2470	0.1003404575098023	0.3349323722629466	6927
g11808	JG24_g2471	0.0411061773712462	0.3020067795154393	1561
g11809	JG24_g2472	0.0130118292838515	0.1758379666716759	2739
g11810	JG24_g2473	0.1069722682660078	0.39017256134547695	5548
g11811	JG24_g2474	0.0672929288249625	0.29091747246499267	1314
g11812	JG24_g2475	0.1785104712725103	0.4513087628646194	1954
g11813	JG24_g2477	0.0117691430708133	0.14440733314911958	1405
g11814	JG24_g2478	0.0831971638997796	0.35398934283729494	1413
g11815	JG24_g2479	0.0785746059145543	0.428479507023346	1651
g11816	JG24_g2481	0.1050256588064994	0.2952229878458711	859
g11817	JG24_g2482	0.0285651662808474	0.2563119702915425	1487
g11818	JG24_g2484	0.0361515763634083	0.34696764146108483	782
g11819	JG24_g2485	0.0245573539289358	0.17663613233756753	1445
g11820	JG24_g2486	0.0283817648873699	0.19883630395637295	3545
g11821	JG24_g2488	0.1532889681458384	0.4424766605372093	4256
g11822	JG24_g2489	0.2172119080820006	0.4230602430940995	3524
g11824	JG24_g2491	0.3030869127805493	0.4479113533589521	1734
g11825	JG24_g2492	0.071817958845672	0.2330301606374508	3177
g11826	JG24_g2493	0.170674957823152	0.5127835259686312	7405
g11827	JG24_g2494	0.0159665423181314	0.15670140398403348	962
g11828	JG24_g2495	0.1331250430376684	0.5432716499309023	1355
g11829	JG24_g2496	0.077388177176423	0.34956729744344944	419
g11831	JG24_g2504	0.0662768628375675	0.23942282264003023	828
g11832	JG24_g2505	0.0283052459871352	0.269530500680923	321
g11833	JG24_g2506	0.0088431385584781	0.1538923107732105	685
g11834	JG24_g2507	0.0334627991166051	0.18113282113821397	422
g11837	JG24_g2509	0.0548827605240015	0.28391824139118005	6355
g11838	JG24_g2510	0.0226090970896064	0.18703934053087534	2811
g11840	JG24_g2511	0.1386702518851575	0.4342754053443932	858
g11841	JG24_g2513	0.0230621100468392	0.28789581318216695	2174
g11842	JG24_g2514	0.0738916673470646	0.32694323669465464	2895
g11843	JG24_g2521	0.0294155348649609	0.13263478267939932	1122
g11844	JG24_g2522	0.0811087101954107	0.24352170254777866	5184
g11845	JG24_g2523	0.0997636988258076	0.3629256902965483	1291
g11846	JG24_g2524	0.0456721212906689	0.2952924676736108	1796
g11847	JG24_g2525	0.0330196865673678	0.36535735434182365	1075
g11848	JG24_g2526	0.0360126786322529	0.32125332733061696	1076
g11849	JG24_g2527	0.108842535876897	0.5526166830469552	807
g11850	JG24_g2528	0.1723019601551872	0.512322633529833	1244
g11851	JG24_g2529	0.0176133339248019	0.3123557952124003	784
g11852	JG24_g2530	0.2036711360543093	0.5293249277473387	4709
g11853	JG24_g2531	0.0544344353386342	0.26750620795404934	644
g11854	JG24_g2532	0.0323744692548411	0.23493101288027174	4891
g11900	JG24_g2533	0.3415515460455772	0.6845631788767732	2213
g11855	JG24_g2534	0.0914917113091595	0.405179631729213	1063
g11856	JG24_g2536	0.1175585362532286	0.4679922851745596	1221
g11857	JG24_g2537	0.0150998477790598	0.19178979131161683	1978
g11858	JG24_g2538	0.0024135177706505	0.10437287301100029	1262
g11859	JG24_g2539	0.0965607490200793	0.4146270757125328	5940
g11860	JG24_g2540	0.0137776549513117	0.41142446381162834	436
g11861	JG24_g2541	0.0291298749871979	0.0750625939177369	410
g11862	JG24_g2542	0.082540768713544	0.4483777505667153	691
g11863	JG24_g2545	0.0489352303295104	0.4144926132083394	1803
g11864	JG24_g2546	0.0592211785164489	0.4504056923160159	4119
g11865	JG24_g2547	0.017984512948391	0.21820999099917937	1876
g11866	JG24_g2548	0.03909679907621	0.33543854031964365	1294
g11867	JG24_g2549	0.025106946897292	0.1721808312333752	858
g11869	JG24_g2552	0.0157651626987204	0.17541359485921684	1956
g11870	JG24_g2553	0.0382469887762361	0.4217306847008506	455
g11871	JG24_g2554	0.1175073396390115	0.366836353046317	1483
g11872	JG24_g2555	0.0902892475590149	0.4633483074886189	4007
g11873	JG24_g2556	0.0537966384793696	0.3494363731173773	1075
g11875	JG24_g2557	0.0194395331640559	0.25022953015268157	711
g11876	JG24_g2558	0.0370772758095287	0.17654289369313722	580
g11877	JG24_g2559	0.0406248909043593	0.2743302719686466	2391
g11878	JG24_g2560	0.093674810555723	0.3436364177104265	1858
g11879	JG24_g2561	0.0649281605175131	0.3253984369723969	1951
g11880	JG24_g2562	0.0151673520885323	0.187218929017546	1033
g11881	JG24_g2563	0.0139215133950446	0.27579358509398805	431
g11882	JG24_g2564	0.0749316810181201	0.3207456303749614	1850
g11883	JG24_g2565	0.0526380426428284	0.3138886727645578	1837
g11884	JG24_g2566	0.0043290163478417	0.16279837892837062	1049
g11885	JG24_g2567	0.0910565657343359	0.29714360349212643	1433
g11886	JG24_g2568	0.0219527867250849	0.24068079006007592	657
g11887	JG24_g2569	0.0507926754886692	0.22810587335645913	1830
g11889	JG24_g2570	0.09701340476799	0.4728763383778032	3042
g11890	JG24_g2571	0.0383996110176388	0.6157354140523725	282
g11891	JG24_g2572	0.0261975162626937	0.3444508605758555	1132
g11892	JG24_g2573	0.0139409218260681	0.19278382724241835	557
g11893	JG24_g2574	0.1718456606632207	0.5860285604810884	1342
g11894	JG24_g2575	0.0936792573174244	0.4144175880748573	2658
g11895	JG24_g2577	0.0859195910198518	0.41022350278639785	1271
g11896	JG24_g2578	0.0201896444349315	0.26523003018268376	1508
g11897	JG24_g2579	0.1099960322963027	0.32921533339665626	1845
g11898	JG24_g2580	0.0259541468831067	0.24540968340631217	925
g11899	JG24_g2581	0.0903800277238615	0.3316147563650554	1625
g11901	JG24_g2582	0.0650562400909621	0.30853859034634823	2621
g11902	JG24_g2583	0.0571634468833826	0.2843712339871976	2171
g11903	JG24_g2584	0.0177974452815822	0.14005243125230357	1203
g11904	JG24_g2585	0.1587145136786824	0.31667929378397847	2345
g11905	JG24_g2588	0.0867202495966581	0.2753195765460563	3125
g11906	JG24_g2589	0.0730665847556012	0.32648855344338423	1010
g11907	JG24_g2590	0.1457860249159404	0.32029816493371965	2984
g11908	JG24_g2591	0.0297805871963345	0.544452752537202	199
g11909	JG24_g2592	0.2281669867944415	0.5481656314070942	4038
g13884	JG24_g2596	0.1137309511663743	0.08921395714602402	626
g11911	JG24_g2598	0.0052724294461936	0.12025698755638453	835
g11912	JG24_g2599	0.0434652318825652	0.21746416573974015	902
g11913	JG24_g2600	0.0425908929050362	0.2635484151284164	1707
g11914	JG24_g2601	0.1363905091304169	0.3098649220853833	2023
g11915	JG24_g2602	0.0693412864281047	0.34670429876175	2864
g11916	JG24_g2603	0.003222346525129	0.11822170815268737	465
g11917	JG24_g2604	0.1145199324990846	0.34577621944723136	1293
g11918	JG24_g2605	0.0935061462707285	0.357420772343921	963
g11919	JG24_g2606	0.1081004261878403	0.41721599838206114	935
g11920	JG24_g2607	0.1092257085038137	0.33366084078542746	5663
g11921	JG24_g2608	0.1274765916202152	0.4458358539516759	1103
g11922	JG24_g2610	0.0320659524056687	0.1746986682602794	336
g11923	JG24_g2611	0.0837355485642658	0.3090168814907426	2697
g11925	JG24_g2612	0.1509862690360126	0.5052337029963779	1991
g11926	JG24_g2613	0.2315158170110504	0.53076794409573	2265
g11927	JG24_g2614	0.0521600510226757	0.27158600042591297	387
g11928	JG24_g2616	0.2575077951572698	0.5253219644918483	3579
g11929	JG24_g2618	0.1731904508154049	0.45338333088248517	3571
g11930	JG24_g2619	0.0353561142106005	0.24954614151039545	2011
g11931	JG24_g2620	0.0428688103799614	0.16245797270444007	425
g11932	JG24_g2621	0.1735591210109973	0.4955795879256971	1973
g11933	JG24_g2622	0.0626657851427584	0.3182692931010944	6074
g11937	JG24_g2627	0.0505987404816736	0.27628757490272426	1020
g11938	JG24_g2628	0.0589984642956841	0.36318448947095905	425
g11939	JG24_g2629	0.0807293465713455	0.36734425769641676	2781
g11940	JG24_g2630	0.0301206281035331	0.33482938673885254	1569
g11941	JG24_g2631	0.249041323990356	0.45504950838881986	15692
g11944	JG24_g2633	0.0900724757495455	0.5299276506690646	1807
g11945	JG24_g2635	0.1963596008295997	0.4737244128355882	8597
g11946	JG24_g2636	0.0459937081761355	0.3114302677596049	2585
g11947	JG24_g2637	0.203516384373264	0.6523651741654165	1988
g11948	JG24_g2638	0.022190967889122	0.24040966488767018	3250
g11949	JG24_g2639	0.0213994545266782	0.3171426381150252	375
g11950	JG24_g2640	0.006658255524013	0.18697828301466138	1615
g11951	JG24_g2641	0.1776365754223047	0.4104714776605365	2102
g11952	JG24_g2642	0.0229275495635085	0.2996999914918247	477
g11953	JG24_g2643	0.0160433924859881	0.14956199261494105	1518
g11954	JG24_g2644	0.1180806467435382	0.37451438620462674	2495
g11955	JG24_g2645	0.2199671265948156	0.49634748800690187	2586
g11956	JG24_g2646	0.1292664231984219	0.41083599771631496	3811
g11957	JG24_g2648	0.0646857950282493	0.352672232614196	1450
g11958	JG24_g2649	0.0173054347677134	0.2131886530162438	1922
g11959	JG24_g2650	0.0266103300115571	0.19970098346097326	715
g11960	JG24_g2651	0.0451172172648401	0.29319521224660283	1364
g11961	JG24_g2652	0.0558917740641412	0.2835496004400375	849
g11962	JG24_g2653	0.0211033852191984	0.15050302159661333	2625
g11963	JG24_g2654	0.0066519283055848	0.30409883108112323	227
g11964	JG24_g2655	0.037429804197308	0.19534144481367519	785
g11965	JG24_g2656	0.032576549273829	0.29156372035081785	915
g11966	JG24_g2657	0.1811642255432097	0.4755952516206157	704
g11967	JG24_g2658	0.1169934168526194	0.3218098508665426	3103
g11968	JG24_g2659	0.1464205853892571	0.4019604010517168	1653
g11971	JG24_g2660	0.1498399648620797	0.564252038962707	2059
g11972	JG24_g2662	0.0108894834933399	0.2805366839060891	552
g11973	JG24_g2663	0.0780793577616974	0.3871391355646764	1472
g11974	JG24_g2664	0.1724657946664964	0.6030359074450403	1613
g11975	JG24_g2665	0.159187846629481	0.5302494700260726	5784
g11976	JG24_g2666	0.3100591273505221	0.6374367471969618	2319
g11977	JG24_g2667	0.0707161554814738	0.3585658107342708	1026
g11978	JG24_g2668	0.0330296710581256	0.24851785196583187	862
g11979	JG24_g2669	-0.0	0.013636739312392857	420
g17273	JG24_g2670	0.1360238074259984	0.3171426381150252	319
g11980	JG24_g2671	0.2573359827981325	0.6772015210398341	2934
g11982	JG24_g2672	0.0516610834998003	0.24865958871386779	995
g11983	JG24_g2673	0.1380027322327045	0.30998832072296917	3313
g11987	JG24_g2679	0.1514379148042536	0.4408399986765892	1199
g12000	JG24_g2680	0.0863967840685743	0.36157375059681024	1182
g11999	JG24_g2681	0.0310452111231192	0.16457075160375906	3324
g11998	JG24_g2682	0.0507951477183196	0.3312102166683567	3384
g11997	JG24_g2683	0.019934728353534	0.23568682487737705	929
g11996	JG24_g2684	0.0129161704880173	0.15402746417268418	1314
g11995	JG24_g2685	0.1219981374968251	0.33104174858367164	3224
g11993	JG24_g2686	0.1765327741817071	0.4923623971412655	2165
g11992	JG24_g2688	0.1169451794739235	0.34442798478377956	2895
g11991	JG24_g2689	0.123418744616221	0.34454828452442265	2864
g11990	JG24_g2690	0.2284016574125539	0.5428245293739613	1761
g11989	JG24_g2691	0.0244065696641	0.1772915835481728	876
g11988	JG24_g2692	0.2272367192084648	0.4250677313630069	2491
g12014	JG24_g2698	0.0277552485815226	0.2213636409129789	2295
g12013	JG24_g2699	0.0026362065805833	0.17535469279368746	1681
g12012	JG24_g2700	0.0206340386922871	0.1953040499866185	1135
g12011	JG24_g2701	0.0502580327122201	0.4925846522918027	1332
g12010	JG24_g2702	0.0078227567091543	0.15600042840873468	394
g12009	JG24_g2703	0.0637631357223865	0.36053817938882254	3560
g12008	JG24_g2704	0.0043604773990648	0.5198603854199589	355
g12007	JG24_g2705	0.0078906566863616	0.17269576431230527	957
g12006	JG24_g2706	0.0479779854701626	0.3602748122109616	1948
g12018	JG24_g2710	0.0314429068899189	0.3453278485148832	1995
g12021	JG24_g2712	0.1451790341536682	0.46230288383826057	3187
g12022	JG24_g2713	0.098271196804803	0.32003361085756377	5031
g10419	JG24_g2714	0.0473343174825422	0.05558097911529139	325
g1380	JG24_g2715	0.01139468472138	0.15751811950746777	935
g668	JG24_g2717	0.1015784781713282	0.6017598543937029	304
g1382	JG24_g2721	0.1122218963313092	0.34509264048452143	1007
g1383	JG24_g2725	0.0238351737162288	0.22219936210737928	522
g1384	JG24_g2726	0.0291953028856953	0.14378347285784526	685
g2486	JG24_g2730	0.366836353046317	0.8943232829143233	1485
g12024	JG24_g2732	0.1274881372755853	0.5606158314450197	1138
g12027	JG24_g2733	0.099699845681452	0.2962726731116887	844
g12028	JG24_g2734	0.0148519704721348	0.11742679551865494	518
g12029	JG24_g2735	0.0633774181368126	0.22776181034866652	573
g12030	JG24_g2736	0.1040627313752357	0.45526352012250504	2697
g12031	JG24_g2738	0.1641666112277408	0.4514946679705001	5118
g12032	JG24_g2739	0.01097915306109	0.22541037618649978	575
g12033	JG24_g2740	0.0289808782315261	0.1841253438116147	906
g12034	JG24_g2741	0.1610087187699967	0.47846225386163466	2417
g12035	JG24_g2742	0.0675812351251222	0.29234924352282377	4195
g12036	JG24_g2743	0.0078074875520876	0.07833199752569804	773
g12037	JG24_g2744	0.1198136783458675	0.3763927153374227	3236
g12038	JG24_g2745	0.016365638185385	0.18288117556361894	2078
g12039	JG24_g2746	0.0088431385584781	0.16007333278395353	683
g12040	JG24_g2747	0.3997019070907468	0.9159109580703317	2316
g12041	JG24_g2748	0.237344344274719	0.5993218189269944	1968
g12045	JG24_g2750	0.0465781578688246	0.29868364510100803	734
g12046	JG24_g2751	0.022200352332218	0.28953526668829704	983
g12049	JG24_g2754	0.0996488220734467	0.3087428087670641	2039
g12050	JG24_g2755	0.2090909381074981	0.42187011582227824	3315
g12051	JG24_g2756	0.0196490976162146	0.1577648029873806	1255
g12054	JG24_g2761	0.0781717646533149	0.3331006869504889	704
g8062	JG24_g2766	0.0908951354944046	0.3684947990359175	1196
g12057	JG24_g2770	0.3182591006679566	0.7247582400677692	1217
g12058	JG24_g2772	0.2396908265263108	0.5494632095854314	3338
g12059	JG24_g2773	0.0361204795798477	0.23768378307503948	1224
g12060	JG24_g2774	0.0187979764974122	0.22471445500762938	1167
g12061	JG24_g2775	0.0246857726843356	0.317746850370054	4920
g12062	JG24_g2776	0.0166488523418617	0.361295319706346	1384
g12063	JG24_g2777	0.0113908217059668	0.10827590210058374	3204
g12064	JG24_g2778	0.0194342857392297	0.17906358673515055	1267
g12065	JG24_g2780	0.1804000915756647	0.32471240902609666	7383
g12066	JG24_g2781	0.0437343615435414	0.5114804099713652	458
g12067	JG24_g2782	0.0221827630077645	0.4348638714397065	556
g12068	JG24_g2783	0.0211281577250222	0.39916261031048134	217
g12069	JG24_g2784	0.0797077845001634	0.3703544202801313	2172
g12070	JG24_g2785	0.0899091197635363	0.29599064400296154	1602
g12071	JG24_g2786	0.1286974994213829	0.3050029903226348	1761
g12072	JG24_g2788	0.121460115947538	0.577445431948999	991
g12073	JG24_g2789	0.1081026948298387	0.27798400721170224	5219
g12074	JG24_g2790	0.233338522173077	0.5472024168906997	7033
g12075	JG24_g2794	0.0402158185793231	0.33225227057042217	1024
g12076	JG24_g2795	0.0124743000368565	0.10968412524010882	734
g12077	JG24_g2797	0.1704289755316718	0.49433531621666127	1475
g12078	JG24_g2798	0.0606390724718211	0.4778274625603477	774
g12080	JG24_g2801	0.0600320307551522	0.4223205392338107	1112
g12081	JG24_g2802	0.0117189884273106	0.27662323119628796	651
g12082	JG24_g2803	0.0496870391559004	0.3648256279813735	473
g12084	JG24_g2805	0.0328449134479771	0.4301255307409818	1580
g12085	JG24_g2806	0.0696633015769877	0.3792755194693016	1471
g12086	JG24_g2807	0.0665759404233049	0.46097543620373016	801
g12087	JG24_g2808	0.0043041725017636	0.1761296933080508	1089
g12089	JG24_g2809	0.0479321630560054	0.21465126546101004	1344
g12090	JG24_g2810	0.1942043239878806	0.49604886168402373	2288
g12091	JG24_g2812	0.0985163349014453	0.3787268187399583	5655
g12092	JG24_g2813	0.0105449891762239	0.1187240284125786	1456
g12093	JG24_g2814	0.0289611270958346	0.2719050475433478	275
g12094	JG24_g2815	0.0127662656770729	0.15966315540309095	1669
g12095	JG24_g2816	0.0515962709853894	0.40809902452822766	1117
g12096	JG24_g2817	0.021481181972538	0.14028487989195565	1317
g12097	JG24_g2819	0.0218197207062485	0.4749367792341574	430
g12098	JG24_g2820	0.1690353898891284	0.518179900737501	9213
g12099	JG24_g2821	0.0361764923756858	0.2954282142803162	1534
g12100	JG24_g2822	0.0817958062230606	0.3971686200017445	2302
g12102	JG24_g2824	0.1730611130245717	0.6017598543937029	700
g12103	JG24_g2825	0.025654489154832	0.21446733486323333	1198
g12104	JG24_g2826	0.1403089622950605	0.525789270050294	1821
g12105	JG24_g2827	0.011510515429353	0.24068079006007592	1444
g12106	JG24_g2828	0.0844999181623024	0.37337882117938453	744
g12107	JG24_g2829	0.0130155110198637	0.2813007231928449	464
g12108	JG24_g2831	0.0399126816695879	0.23488763464777807	4420
g12109	JG24_g2832	0.109586114850868	0.48951278327216896	17951
g12110	JG24_g2833	0.039029463543204	0.23820281423762268	678
g12111	JG24_g2835	0.2302246670405748	0.5315029663112373	2536
g12112	JG24_g2836	0.0756307757630929	0.3329036167266656	2378
g12113	JG24_g2837	0.1057836121410358	0.46462791932209113	953
g12114	JG24_g2838	0.0147970274297308	0.11396284418824189	1229
g12115	JG24_g2839	0.100557821422614	0.5226006149936432	1897
g12116	JG24_g2840	0.0286579713851618	0.165602690263026	1255
g12117	JG24_g2841	0.0224735915264522	0.14023767742482443	412
g12118	JG24_g2842	0.0345384766834086	0.24386992409436406	1470
g12119	JG24_g2843	0.0579823783434125	0.4336456989080095	3446
g12120	JG24_g2844	0.0577207808520962	0.3945698219225844	1232
g12121	JG24_g2845	0.0045112917973209	0.1632926128836529	1029
g12122	JG24_g2846	0.0985415157841215	0.3173266871957035	1366
g12123	JG24_g2847	0.0044052990090704	0.21733553183152654	1042
g12124	JG24_g2848	-0.0	0.08116018848017453	244
g12125	JG24_g2849	0.0764408485169376	0.47930996946725235	516
g12126	JG24_g2850	0.048869985473433	0.32014882629007435	1455
g12127	JG24_g2851	0.0716756034463725	0.4925846522918027	2776
g12128	JG24_g2852	0.009344095947955	0.2632269061748272	2592
g12130	JG24_g2853	0.0526025852234501	0.29159854171721444	4419
g12131	JG24_g2854	0.1966998881506674	0.4917069459306602	530
g12132	JG24_g2855	0.0745208168655238	0.38551538599688256	1989
g12133	JG24_g2856	0.0129985922637299	0.23706394832901595	1217
g12134	JG24_g2857	0.0302765630468598	0.27903683339124036	524
g12135	JG24_g2858	0.0376018593182665	0.38063577184675096	622
g12136	JG24_g2859	-0.0	0.14561701083071812	1211
g12137	JG24_g2860	0.0026785742756978	0.13531395498590135	557
g12138	JG24_g2861	0.0959955008838974	0.37112581547977375	1776
g12139	JG24_g2862	0.0189913612715054	0.27471141190284437	3228
g12141	JG24_g2863	0.1176219786370083	0.40649221410061415	2229
g12142	JG24_g2864	0.1124403456713984	0.4295190290097255	3501
g12143	JG24_g2865	0.0696691865597085	0.26076124975862747	3011
g12144	JG24_g2866	0.0377740622130649	0.32592989419967633	2315
g7530	JG24_g2867	0.262344079261442	0.3389888428072928	202
g12145	JG24_g2869	0.0546050048107596	0.341198382243718	2462
g12146	JG24_g2870	0.0765971213072848	0.3478107441675022	3126
g12147	JG24_g2871	0.1056011636818256	0.4385534115395704	1206
g12148	JG24_g2872	-0.0	0.1008227018171548	346
g12149	JG24_g2873	0.0111629967744279	0.04645447458021794	559
g12150	JG24_g2874	0.0425920882427411	0.224178983906142	4934
g12152	JG24_g2875	0.0304147098235954	0.3165251508415479	1051
g12153	JG24_g2877	0.0229127134415655	0.2163210470913768	5867
g12154	JG24_g2878	0.0975852360853966	0.1937305978289075	236
g12155	JG24_g2879	0.0324374878453624	0.1008227018171548	594
g12156	JG24_g2880	0.0158241305125304	0.15320225330189477	2148
g12157	JG24_g2883	0.0458157689848786	0.34021083900431026	558
g12158	JG24_g2884	0.1303171454512736	0.3564136101513852	1181
g12159	JG24_g2885	0.1077818371241332	0.34741795669526765	1958
g12161	JG24_g2886	0.3718603458842343	0.5972485625963819	284
g12162	JG24_g2887	0.0191093139757386	0.22149114675730386	475
g12163	JG24_g2888	0.006012056241177	0.09619075164275914	756
g12164	JG24_g2889	0.06653781634641	0.2986931071220326	9369
g12165	JG24_g2890	0.0304095707957624	0.1721808312333752	473
g12167	JG24_g2892	0.0056711045254323	0.10185115586929633	534
g12169	JG24_g2893	0.0147970274297308	0.14435544619347945	424
g12170	JG24_g2894	0.0885318040420424	0.3249793005608296	5899
g12171	JG24_g2895	0.0246790773318029	0.269530500680923	1346
g12172	JG24_g2896	0.2301384478056585	0.5629842544658713	1569
g12173	JG24_g2897	0.0346395416386819	0.1335370125847012	1691
g12174	JG24_g2898	0.0370674569511018	0.22167707796371006	871
g8026	JG24_g2900	0.1055871536319494	0.17246220433740694	1753
g12175	JG24_g2904	0.0315127778726896	0.17722369795797444	4446
g12176	JG24_g2906	0.0357423199792646	0.4993111547788732	894
g12177	JG24_g2907	0.1801718504264577	0.4567980475120531	760
g12178	JG24_g2909	0.236092160407214	0.4170284749406539	1759
g12179	JG24_g2911	0.0310474793894681	0.2424595748524871	1274
g12180	JG24_g2912	0.1908024253691193	0.4592263801562074	4003
g12181	JG24_g2913	0.1560114807785471	0.4099077797760524	2388
g12182	JG24_g2914	0.2078450504285401	0.6829200428738776	1927
g16866	JG24_g2916	0.4372980794609591	1.0170182226128506	1287
g12183	JG24_g2917	0.0208068825394626	0.21576155433883568	1940
g12184	JG24_g2918	0.1816050390036486	0.6215195044171269	306
g12186	JG24_g2920	0.0172279929296917	0.18848582121067953	1236
