CREN	CSCH	k0	k4	sites
Cre16.g690350	g4810	0.0406053147559374	0.33733913084161926	776.0
Cre16.g690400	g4811	0.1614337083471575	0.5522196953322752	1851.0
Cre16.g690431	g11784	0.0165068561188424	0.169676057912912	1461.0
Cre16.g690450	g4813	0.0772109769393317	0.29015638473621863	2272.0
Cre16.g690500	g4814	0.0191703727346513	0.32952499483788433	477.0
Cre16.g690655	g11786	0.1800430602205908	0.5981192776479018	5936.0
Cre16.g690700	g4526	0.1348915982240708	0.8816799973531784	866.0
Cre16.g690750	g4524	0.1061246717052746	0.4633980901045476	2088.0
Cre16.g690767	g11787	0.0866077421263894	0.46455738999947327	1192.0
Cre16.g690879	g11788	0.0277648824464848	0.4328292416113386	891.0
Cre16.g690900	g4523	0.0711306048068838	0.4849703736937894	1234.0
Cre16.g690991	g11789	0.1200640615103046	0.5124711630877002	1052.0
Cre16.g691000	g4520	0.0309322189005368	0.36157375059681024	644.0
Cre16.g691050	g4519	0.0748334416773914	0.32405472106720806	7859.0
Cre16.g691100	g4518	0.1425531022801405	0.49747066305769816	440.0
Cre16.g691103	g11790	0.0537314097438962	0.42339735205338885	209.0
Cre16.g691150	g4517	0.1235664248070416	0.5740650658409603	1584.0
Cre16.g691200	g4516	0.165701853487709	0.6190061814659333	4174.0
Cre16.g691215	g11792	0.0524592796816675	0.4305658654079677	577.0
Cre16.g691351	g4515	0.0459662429784615	0.964998390128287	226.0
Cre16.g691400	g11523	0.4088331573091416	0.6538792269774909	3736.0
Cre16.g691440	g11794	0.060015107035995	0.43715957417699647	5807.0
Cre16.g691450	g4514	0.0676736627795934	0.34674084980528963	2018.0
Cre16.g691500	g4513	0.0691734181620252	0.458967769372449	712.0
Cre16.g691552	g11795	0.1136008822483726	0.5258365126568416	1597.0
Cre16.g691750	g4511	0.0214380898622427	0.433283259685033	1337.0
Cre16.g691754	g12261	0.0327562976269961	0.1584818202504052	711.0
Cre16.g691755	g2424	0.077388177176423	0.6986686530037076	303.0
Cre16.g691776	g11797	0.1343531737654508	0.800880472501017	683.0
Cre16.g691800	g4510	0.0336213713168463	0.2591262325054554	1888.0
Cre16.g691850	g4509	0.024195646663666	0.14956199261494105	312.0
Cre16.g691888	g11798	0.0563559988405529	0.6146912092195824	1748.0
Cre16.g691900	g4505	0.1387678915431043	0.5794201537075203	2079.0
Cre16.g692004	g11800	0.2551964357230517	0.8739777473750863	449.0
Cre16.g692050	g4502	0.0187803239697655	0.4020639678939214	1008.0
Cre16.g692100	g4501	0.1808300453929692	0.43480374878946804	2546.0
Cre16.g692116	g11801	0.116200966082347	0.7643043544740196	2062.0
Cre16.g692200	g4499	0.1794136759308959	0.5097660203894554	2380.0
Cre16.g692228	g11802	0.1501613943060741	0.6925561497322643	6030.0
Cre16.g692250	g4498	0.1646375048136464	0.7203999309516064	4340.0
Cre16.g692300	g4497	0.0893533076043811	0.33955037769548063	2533.0
Cre16.g692350	g4496	0.3626119557908997	0.9166696834764649	5964.0
Cre16.g692400	g4494	0.0593139837879068	0.30124168476862245	1170.0
Cre16.g692450	g4493	0.1155410501678219	0.42119434785847154	928.0
Cre16.g692500	g4492	0.1756979189701732	0.7520651342570679	2153.0
Cre16.g692550	g4490	0.1517108768111777	0.5667506531559594	2274.0
Cre16.g692585	g4512	0.4013571985625227	0.7890692047749127	1732.0
Cre16.g692600	g4489	0.1375029756853425	0.3967906434282916	2452.0
Cre16.g692650	g4488	0.0767526794685589	0.37825358444784773	1217.0
Cre16.g692750	g4486	0.0289611270958346	0.38512994288943647	523.0
Cre16.g692751	g4487	0.0332157601508371	0.25923495967294063	414.0
Cre16.g692800	g4485	0.050085360903008	0.34069145420819735	819.0
Cre16.g692901	g4483	0.0536506266867179	0.3831192178244929	1511.0
Cre16.g692902	g4484	0.0974215698378753	0.5130986702876299	4975.0
Cre16.g693200	g4477	0.1357214529584363	0.6928927291931033	902.0
Cre16.g693203	g4479	0.0606519032931651	0.3579490704552667	6388.0
Cre16.g693204	g4480	0.1162194625597499	0.4021075738127105	3251.0
Cre16.g693300	g4473	0.2100581047999211	0.6824518049938334	1621.0
Cre16.g693400	g4471	0.1524211812099512	0.48433044191435126	871.0
Cre16.g693450	g4470	0.1857259284918791	0.6246818422013279	1892.0
Cre16.g693500	g4469	0.1540274641726841	0.5999243495880413	1198.0
Cre16.g693600	g4467	0.1284319293464387	0.6189892152513212	1144.0
Cre16.g693601	g4468	0.1227883068931504	0.514468557740607	1010.0
Cre16.g693650	g4466	0.1913839971408054	0.5532847334764093	4332.0
Cre16.g693700	g4465	-0.0	0.16104373563646046	438.0
Cre16.g693750	g4464	0.0600708275376145	0.464492656235021	1641.0
Cre16.g693800	g4463	0.1429049363515529	0.4538353733059669	1450.0
Cre16.g693900	g4461	0.2646852095863005	0.5940282338273142	2139.0
Cre16.g693950	g4460	0.1462349652494086	0.5454527050685489	1988.0
Cre16.g694000	g4458	0.3444783458139954	0.7719152214330824	1706.0
Cre16.g694200	g4448	0.1847358133981502	0.45087359313622144	1331.0
Cre16.g694201	g4449	0.2354774300271301	0.6331780606755731	1462.0
Cre16.g694202	g4450	0.1414335708061949	0.4706946864769041	723.0
Cre16.g694204	g4452	0.0346882632380667	0.36857407393491604	1471.0
Cre16.g694206	g4454	0.3480250966944238	0.889855233344583	2090.0
Cre16.g694207	g4455	0.2296154861765631	0.5292775495015183	2418.0
Cre16.g694208	g4456	0.0788533815866354	0.3979141128428503	7468.0
Cre16.g694250	g4447	0.3105305046079206	0.6017598543937029	1655.0
Cre16.g694300	g4446	0.145530330680376	0.5231141866189075	1281.0
Cre16.g694400	g4444	0.0242739633765237	0.20465023999998025	968.0
Cre16.g694402	g4445	0.0576283366266617	0.3457259193231389	993.0
Cre16.g694450	g4443	0.176788336387016	0.7011929972548161	2822.0
Cre16.g694550	g4441	0.3175247388280535	1.0506698704057822	1899.0
Cre16.g694700	g4438	0.2860485615191453	0.6191905305122266	2430.0
Cre16.g694703	g4439	0.1552507974827369	0.39483820625180377	1180.0
Cre16.g694704	g4440	0.3137763847080541	0.6721269965060506	2672.0
Cre16.g694750	g4437	0.1073256327305049	0.36256998718340716	1326.0
Cre16.g694800	g4436	0.1337376858704954	0.4190202779703407	1485.0
Cre16.g694809	g4435	0.2912780060616482	0.5531992073480844	262.0
Cre16.g694850	g4433	0.0405504159527067	0.2409547626658624	1378.0
Cre16.g694950	g1838	0.2615242589844442	0.5282403608685529	1198.0
Cre16.g695050	g4425	0.0380662326035562	0.2794019634760422	2174.0
Cre16.g695100	g4424	0.0544481883906661	0.2907294931166729	1429.0
Cre16.g695218	g4423	0.3419554721388186	0.6991661654597621	2117.0
Cre16.g695300	g4421	0.082264369067823	0.5080491176938546	2325.0
Cre16.g695350	g4418	0.5263284772530319	0.7410528107012145	1372.0
Cre16.g695400	g4417	0.3190779309713098	0.8084841145362002	6073.0
Cre16.g695450	g4416	0.061746864139875	0.45652001229107464	1657.0
Cre16.g695500	g4415	0.0346882632380667	0.34915332160912704	1431.0
Cre16.g695550	g8658	0.2890193379497789	0.759553995512835	2410.0
Cre16.g695600	g2374	0.1424459317602949	0.6390662165323772	1342.0
Cre16.g695650	g4413	0.1374122623850541	0.45541172549071607	4568.0
Cre16.g695700	g4412	0.0951770295126987	0.4652323924557594	523.0
Cre16.g695800	g4411	0.0793416290845345	0.4188237413806545	5918.0
Cre16.g695850	g4407	0.1357898219935932	0.546037539180754	1735.0
Cre16.g695851	g4408	0.2363836960770479	0.8422528063442015	804.0
Cre16.g695900	g4406	0.0484038908531783	0.5751261722633284	607.0
Cre16.g695950	g4405	0.0316125585500409	0.4408399986765892	1152.0
Cre16.g696000	g4404	0.0628213895330383	0.45228332302355084	4403.0
Cre16.g696050	g4403	0.1092410850788586	0.7887046847191344	3546.0
Cre16.g801869	g4472	0.1073256327305049	0.5481656314070942	299.0
Cre16.g801870	g4482	0.2963267408044633	0.7101047068500792	596.0
Cre16.g801876	g931	0.0788016959705707	0.23884029833890094	759.0
Cre16.g801882	g4527	0.0940160491404578	0.6142705698367111	705.0
Cre16.g801884	g4532	0.1094787442571042	0.3795047529975314	2472.0
Cre16.g801885	g4533	0.146738718904057	0.4566717210842657	1831.0
Cre16.g801886	g15067	0.4131232187847675	0.8668280268810435	389.0
Cre16.g801897	g14855	0.0749864672428846	0.3826248209707298	1588.0
Cre16.g801898	g14854	0.1282856101655524	0.5709174387119705	2773.0
Cre16.g801899	g14853	0.3807588696922287	0.8933920235251958	2230.0
Cre16.g801900	g14852	0.0723940327994889	0.3384409976404936	3628.0
Cre16.g801904	g14849	0.1363433951119972	0.41405143672502986	580.0
Cre16.g801906	g14843	0.0868874406055036	0.4531227706375814	982.0
Cre16.g801909	g14837	0.06364426243295	0.31153690857413263	3067.0
Cre16.g801913	g14806	0.0211281577250222	0.21974034351110555	351.0
Cre16.g801914	g14805	0.0083799754485938	0.08116018848017453	356.0
Cre16.g801917	g14793	0.096285874986155	0.2326161962278796	245.0
Cre16.g801920	g14753	0.038840707328118	0.2987454892949041	1716.0
Cre16.g801921	g14749	0.0721078954146767	0.5716050390351726	235.0
Cre16.g801944	g10939	0.2058276342763202	0.47399456805496115	215.0
Cre16.g801955	g7024	0.3350874430791716	0.6216235699091768	1310.0
Cre16.g801958	g7059	0.0312440205991502	0.30182954039372045	1576.0
Cre16.g801964	g7106	0.3113086007431675	0.9445889674846233	1527.0
Cre16.g801970	g11580	0.6241457302273278	1.3757005400207811	3688.0
Cre16.g801979	g6378	0.0647884606491154	0.06253620670428826	221.0
Cre16.g801983	g11471	0.1699394216288868	0.7107309463186734	592.0
Cre16.g801984	g11476	0.1065077482437807	0.6872180489056162	429.0
Cre16.g801985	g11491	0.0183215217637214	0.2635484151284164	324.0
Cre16.g801995	g6838	0.82024633763119	1.3783879323212416	604.0
Cre16.g801996	g11615	0.1060258057153788	0.36935736382334555	1800.0
Cre16.g802006	g11681	0.1510097783726496	0.7046606955288168	497.0
Cre16.g802008	g11684	0.4368769775666353	0.8751154040209826	473.0
Cre16.g802015	g11758	0.3822284813777508	0.5084097813218676	599.0
Cre17.g696200	g9497	0.1549606870222493	0.9978104270440755	448.0
Cre17.g696250	g11808	0.059039953158096	0.5554753851194499	4442.0
Cre17.g696300	g11809	0.2257641362812905	0.9183348872158886	3587.0
Cre17.g696400	g11810	0.0155445978878377	0.5635620665129408	297.0
Cre17.g696450	g11812	0.1141815478181554	0.6426173069868277	3434.0
Cre17.g696500	g11813	0.0704461553821293	0.7292389225078633	1058.0
Cre17.g696550	g11814	0.0866031719235029	0.43800177390815964	1023.0
Cre17.g696600	g11815	0.1560139235032681	0.6325866945893465	1995.0
Cre17.g696650	g11816	0.1862569934188114	1.0397207708399179	878.0
Cre17.g696700	g11817	0.0468256682527564	0.4494607832458905	1135.0
Cre17.g696800	g11819	0.2308511434422586	1.2575176045824508	697.0
Cre17.g696850	g11820	0.0454322143382477	0.8239592165010822	662.0
Cre17.g696950	g11822	0.1829590494760904	0.6600445582968743	4784.0
Cre17.g697000	g11823	0.1946333966138134	0.4279086438507096	2237.0
Cre17.g697050	g11824	0.073277233027037	0.34857363779209205	828.0
Cre17.g697150	g11827	0.2024823476841245	0.6295145137397476	11699.0
Cre17.g697200	g11829	0.0669233502959569	0.3320523771790469	1051.0
Cre17.g697300	g16959	0.6981623067786958	1.332432219604999	3505.0
Cre17.g697334	g11831	0.0713559257890205	0.3011672312573338	2138.0
Cre17.g697350	g11832	0.0716963405107659	0.3083241943698152	908.0
Cre17.g697406	g11833	0.1485447959410731	0.5026790173223066	1480.0
Cre17.g697450	g11834	0.0228267702029698	0.2132405435618071	1566.0
Cre17.g697500	g11835	0.0699464236358295	0.32504814058781867	2639.0
Cre17.g697600	g11836	0.2969217428190102	0.5443293059070164	2285.0
Cre17.g697624	g11837	0.0407339920153048	0.2922502434236798	726.0
Cre17.g697650	g11838	0.0528796518288875	0.4236120057468976	2475.0
Cre17.g697934	g11841	0.2278391100137698	0.5274746640179726	958.0
Cre17.g697950	g11842	0.1342746396500525	0.40045192198405244	2608.0
Cre17.g698000	g11843	0.0181222951491948	0.14910669817723163	1689.0
Cre17.g698100	g11844	0.0274573092094207	0.5523732160751693	614.0
Cre17.g698150	g11845	0.3304746625811038	0.8333343385742558	2513.0
Cre17.g698200	g11846	0.1751359541847727	0.4692794248233094	822.0
Cre17.g698233	g11847	0.1539984826789744	0.6730092342237793	2557.0
Cre17.g698266	g11848	0.0940756367939274	0.3714263306526554	505.0
Cre17.g698365	g11849	0.032282329308342	0.2044438700461432	2682.0
Cre17.g698400	g11850	0.0425805151621121	0.49218196771837075	691.0
Cre17.g698450	g11851	0.0243059245641735	0.349022437266925	1019.0
Cre17.g698550	g11852	0.2357895448732502	0.5604549294028034	5297.0
Cre17.g698600	g11853	0.2083282483633023	0.5550906103522346	1745.0
Cre17.g698650	g11854	0.1284595822967536	0.4516966418069284	2210.0
Cre17.g698683	g11855	0.3071987206835632	0.8120542046338646	1721.0
Cre17.g698700	g11856	0.1531054531414457	0.45153536709095693	4249.0
Cre17.g698750	g11860	0.2677860065023421	0.5290148146795869	2442.0
Cre17.g698850	g11863	0.0698178172995089	0.2172968670551293	2846.0
Cre17.g698903	g11867	0.0968462821125594	0.48674804696026164	7580.0
Cre17.g698950	g8212	0.0563710028041005	0.43570738668633346	1157.0
Cre17.g699050	g8208	0.2219071922556127	0.5608134859460978	3506.0
Cre17.g699100	g8207	0.0435544004291207	0.3108584016222542	2875.0
Cre17.g699150	g8205	0.133139327012102	0.48389061537311273	2832.0
Cre17.g699200	g8204	0.16327736076615	0.4408399986765892	693.0
Cre17.g699250	g8203	0.2706156569331369	0.5583303562106219	5583.0
Cre17.g699300	g8202	0.2648030943277863	0.719800531622042	3916.0
Cre17.g699350	g8201	0.0936996655269681	0.5352342765812147	584.0
Cre17.g699400	g8200	0.2203073039217482	0.5664592212502138	1390.0
Cre17.g699500	g8199	0.0155260321527574	0.26912316869535047	1278.0
Cre17.g699550	g8197	0.2004694381008301	0.7118193998340318	10031.0
Cre17.g699600	g8196	0.0369169007137357	0.5162804263554657	1059.0
Cre17.g699650	g8195	0.2845203420858281	0.8715942707928264	1248.0
Cre17.g699700	g8193	0.2423964210163528	0.8077773590146144	7667.0
Cre17.g699750	g8192	0.1142701267901025	0.6347021869962282	1977.0
Cre17.g699800	g8191	0.0937357576340323	0.7605411754800351	725.0
Cre17.g699850	g8190	0.0575624862124204	0.30767879014561644	1150.0
Cre17.g699900	g8189	0.0335007145615598	0.3411674935767655	1080.0
Cre17.g699950	g8188	0.2882496088400406	0.7515858452010965	5295.0
Cre17.g700050	g8186	0.3952548517853155	0.9120368429032308	3061.0
Cre17.g700100	g8185	0.0257536031856686	0.7166335837705773	343.0
Cre17.g700133	g8184	0.0542853325320651	0.24913528840475396	2137.0
Cre17.g700166	g8183	0.1560004284087346	0.5579192846738855	4691.0
Cre17.g700200	g8182	0.0484527683011411	0.5996456880888879	1580.0
Cre17.g700250	g8181	0.1850622358545565	0.5514041429160044	2813.0
Cre17.g700300	g8180	0.0727843418621031	0.4680803469353091	1928.0
Cre17.g700450	g8179	0.0160433924859881	0.775555325647904	660.0
Cre17.g700500	g8178	0.2984837081910262	0.7877035963003703	7513.0
Cre17.g700550	g8177	0.397388935336711	0.7496798102279387	1687.0
Cre17.g700700	g8175	0.1545803768626573	0.5892760135389705	6618.0
Cre17.g700750	g8174	0.0229200418305434	0.23706394832901595	660.0
Cre17.g700850	g8173	0.2290023534072534	0.5184650361802691	821.0
Cre17.g700900	g8172	0.354952903793313	0.7443088423204187	3153.0
Cre17.g700950	g8171	0.0117649471257746	0.3924361078234109	390.0
Cre17.g701000	g8164	0.2421535907339182	0.5807794653618984	2018.0
Cre17.g701050	g8163	0.1428290782062199	0.7669141874685494	1715.0
Cre17.g701100	g8162	0.135005725247668	0.5500289864028407	1627.0
Cre17.g701150	g8161	0.3399095180846937	0.9091658766510444	5555.0
Cre17.g701200	g8160	0.0074720418777555	0.056899313081035116	408.0
Cre17.g701250	g8159	0.0191536816804993	0.2862986428320524	2751.0
Cre17.g701300	g8158	0.0526531940049364	0.3722873562410652	2650.0
Cre17.g701350	g8157	0.0372747514142043	0.44431625055470075	913.0
Cre17.g701500	g8156	0.0382027022720656	0.2742935845939877	1331.0
Cre17.g701650	g8154	0.0191826313422373	0.14561701083071812	401.0
Cre17.g701700	g8153	0.0177523080644285	0.2105462351153995	1189.0
Cre17.g702150	g8152	0.0555398008683763	0.44810397797743706	723.0
Cre17.g702200	g8151	0.0502580327122201	0.28962892888011416	858.0
Cre17.g702250	g8150	0.0795251365876999	0.3372850226793796	3272.0
Cre17.g702400	g8144	0.1292784194555898	0.7346467738432298	1971.0
Cre17.g702451	g8143	0.2707600091529978	0.7985330527443212	1074.0
Cre17.g702500	g8142	0.0250145795213324	0.4197118409515671	1059.0
Cre17.g702550	g8141	0.0061224829793707	0.5716050390351726	248.0
Cre17.g702600	g8137	0.184860173620084	0.6248996860330382	4542.0
Cre17.g702650	g8136	0.2557561372415646	0.5664592212502138	1195.0
Cre17.g702700	g8135	0.06467199951455	0.36577740475885245	891.0
Cre17.g702750	g8134	0.0727548997893774	0.4983278060081354	998.0
Cre17.g702800	g8133	0.1082206209035365	0.5154355938245679	1426.0
Cre17.g702850	g8132	0.1869445712287393	0.5091172235903643	11768.0
Cre17.g702950	g8130	0.004654786081903	0.3234132031579344	642.0
Cre17.g703000	g8129	0.3072971301709663	0.4769915750399977	1436.0
Cre17.g703050	g8128	0.1654437547175292	0.5463925809359338	2883.0
Cre17.g703176	g8127	0.1481974139942619	0.4069085255915882	617.0
Cre17.g703200	g8126	0.0640783594066494	0.38947518806772213	953.0
Cre17.g703250	g8125	0.0786059075949374	0.3741823568126949	1131.0
Cre17.g703300	g8124	0.2579457457757773	0.5837832098839352	3432.0
Cre17.g703400	g8123	0.3272600035866648	0.8469021819465468	3706.0
Cre17.g703450	g8122	0.3506355714848341	0.9470513722688622	4530.0
Cre17.g703550	g8121	0.2146163910669463	0.6204728952604004	781.0
Cre17.g703600	g8120	0.0873894323542351	0.48662397553955095	3957.0
Cre17.g703700	g8119	0.0257710706379833	0.286812534503905	1117.0
Cre17.g703750	g8118	0.0571612880995551	0.32763173743150686	8442.0
Cre17.g703800	g8116	0.047180501377701	0.41888338621141485	1942.0
Cre17.g703850	g8115	0.0175037115963655	0.28278794707915866	2231.0
Cre17.g703900	g8114	0.0060711519722362	0.18092527331441197	5192.0
Cre17.g704050	g8112	0.2231578286914983	0.5770728639821819	2242.0
Cre17.g704100	g8111	0.1447053820449229	0.5519583069988245	1804.0
Cre17.g704150	g8110	0.1402705858735254	0.9492497799984569	1320.0
Cre17.g704300	g8108	0.0390049977036648	0.264679104120484	8696.0
Cre17.g704350	g8107	0.0489398973456847	0.5789460438097946	918.0
Cre17.g704450	g8106	0.393823712289532	0.7145061113751392	3408.0
Cre17.g704500	g8105	0.1590162303436771	0.5767707934217396	1545.0
Cre17.g704550	g8103	0.0308526791703671	0.2688523046360667	1198.0
Cre17.g704600	g8102	0.0774587620901263	0.4605779799146193	694.0
Cre17.g704650	g8101	0.2400588201341524	0.9833151627245638	1322.0
Cre17.g704700	g8100	0.3115172891901803	0.685518010399098	3187.0
Cre17.g704750	g8099	0.4290604039165574	0.8639094883871978	3246.0
Cre17.g704850	g8097	0.0084507936347567	0.18613472210665097	530.0
Cre17.g704950	g8096	0.1096796283856584	0.5619000916503629	8276.0
Cre17.g705000	g8095	0.0150758844908154	0.19547562017228132	1810.0
Cre17.g705050	g8094	0.0962669805618987	0.49858604311207466	2201.0
Cre17.g705100	g8093	0.1498993998336481	0.6157354140523725	274.0
Cre17.g705150	g8092	0.2765424618411802	0.8722591644533946	2064.0
Cre17.g705200	g8091	0.2155849466190849	0.7478326039618979	3601.0
Cre17.g705250	g8090	0.1242931153794005	0.6658765447433338	2568.0
Cre17.g705300	g8089	0.1055457446213381	0.5836898926425214	774.0
Cre17.g705350	g8088	0.0550794745830645	0.31061228198078655	4907.0
Cre17.g705400	g8087	0.0180188846902424	0.34509264048452143	517.0
Cre17.g705450	g8086	0.1948820085328878	0.47919815433473056	1609.0
Cre17.g705500	g8085	0.0434446261472093	0.3017732478224371	1961.0
Cre17.g705550	g8084	0.0394317432366853	0.42855836956272675	2530.0
Cre17.g705600	g8083	0.0416051201062718	0.36935736382334555	918.0
Cre17.g705650	g8082	0.1545683699623525	0.764529284522461	8618.0
Cre17.g705700	g8081	0.1571141143010828	0.6420379886225989	2210.0
Cre17.g705843	g8080	0.5898792481569404	0.9744622380976953	833.0
Cre17.g705850	g8077	0.0328975230678138	0.28076666589263577	1378.0
Cre17.g705900	g8076	0.053834761795598	0.39605057265037263	228.0
Cre17.g705950	g8075	0.0830493582447875	0.6081976621622466	495.0
Cre17.g706000	g8074	0.1503007344015149	0.7598959031353184	2106.0
Cre17.g706050	g2482	0.2234401690519378	0.9916488118354858	13405.0
Cre17.g706150	g8073	0.0750625939177369	0.4030961857609524	831.0
Cre17.g706200	g8072	0.1802176009142048	0.5767449791980997	1241.0
Cre17.g706300	g8071	0.0201660023653554	0.2983516765219464	2405.0
Cre17.g706350	g8070	0.2036548776122601	0.6414435760691939	4155.0
Cre17.g706400	g8069	0.1626211891573025	0.7614230097967942	266.0
Cre17.g706450	g8066	0.1565235945948649	0.6574128024184808	954.0
Cre17.g706550	g8063	0.1148920959179351	0.3975806649865807	1165.0
Cre17.g706600	g8062	0.0182935898431193	0.3230871870693408	494.0
Cre17.g706650	g8061	0.024195646663666	0.38002003986081023	794.0
Cre17.g706800	g8058	0.0353006331434893	0.46298182812633065	608.0
Cre17.g706850	g8057	0.0307210182232989	0.30615081594527943	936.0
Cre17.g706900	g8056	0.0258072075426535	0.31925086156926286	1851.0
Cre17.g706950	g8055	0.0701520046727557	0.5136051364827947	992.0
Cre17.g707050	g8051	0.0838121407845348	0.5388679916744727	1822.0
Cre17.g707100	g8050	0.0765579931861561	0.45476151207163373	5356.0
Cre17.g707150	g8049	0.393598430220755	1.0490376608388354	1564.0
Cre17.g707200	g8048	0.1521417451594686	0.5384717622597521	2526.0
Cre17.g707300	g8045	0.0657102039392517	0.2855793716383446	905.0
Cre17.g707350	g8044	0.0733408300761721	0.5481656314070942	343.0
Cre17.g707500	g8042	0.0797444056612164	0.42227069706731934	3141.0
Cre17.g707551	g8041	0.3565617656163342	0.9858755018258605	5616.0
Cre17.g707600	g8040	0.2379306560199939	1.4206308559920933	473.0
Cre17.g707650	g8039	0.1481952006647059	0.607349725384532	2074.0
Cre17.g707700	g8038	0.0650461583956241	0.5424751640479747	1464.0
Cre17.g707750	g8037	0.1335441079199913	0.6420379886225989	787.0
Cre17.g707800	g8036	0.0394828001140665	0.5818791723037939	2610.0
Cre17.g707900	g8035	0.0566595850613268	0.4636121464741778	1050.0
Cre17.g707950	g8034	0.1731791674872742	0.6203366554780095	590.0
Cre17.g708000	g8031	0.018579042362373	0.5078565054426567	6272.0
Cre17.g708050	g8029	0.1581852065858321	0.6187582421639386	5505.0
Cre17.g708100	g8028	0.0546993521182737	0.6112777486267368	668.0
Cre17.g708250	g8025	0.0222709894793368	0.4913398387280295	485.0
Cre17.g708300	g8024	0.0302460340402288	0.42446827084553024	790.0
Cre17.g708350	g8023	0.0484527683011411	0.2326161962278796	1058.0
Cre17.g708400	g8022	0.1147926217165147	0.5672072741746305	5230.0
Cre17.g708450	g8021	0.0714258618317562	0.57058044871189	2016.0
Cre17.g708500	g8020	0.410450177196185	0.9872246700681815	9483.0
Cre17.g708750	g8019	0.1930590061117684	0.6893888174253897	921.0
Cre17.g708800	g8018	0.0388688008984395	0.3799811379325624	1252.0
Cre17.g708850	g8017	0.1345780653573416	0.6622323938926279	5284.0
Cre17.g708901	g8016	0.2624496748205689	0.9411696710648947	2169.0
Cre17.g708950	g8015	0.1363866414721072	0.7504739102309295	2552.0
Cre17.g709000	g8014	0.1331338662933732	0.5103965374505504	12508.0
Cre17.g709250	g8013	0.0169259651737726	0.5198603854199589	370.0
Cre17.g709350	g8012	0.024574052322551	0.2985225972154848	723.0
Cre17.g709400	g8011	0.121965134955624	0.5646498114461758	4555.0
Cre17.g709450	g8010	0.1244225078449157	0.6081976621622466	240.0
Cre17.g709500	g8009	0.1337471516433128	0.7416574752891062	3093.0
Cre17.g709550	g8008	0.0811131200583633	0.48690710814639393	2765.0
Cre17.g709600	g8007	0.2381831529363055	0.7705770076501612	2198.0
Cre17.g709700	g8005	0.0805412488948102	0.39327064668775263	1454.0
Cre17.g709750	g8004	0.2095682904095995	0.7253058352367519	4919.0
Cre17.g709800	g8003	0.141595553474679	0.6364304858653336	2935.0
Cre17.g709850	g8002	0.0327665212517484	0.41405143672502986	1007.0
Cre17.g709900	g8001	0.2578429630716696	0.8654331966482512	5541.0
Cre17.g709950	g8000	0.0323235034837974	0.3527540203115898	1125.0
Cre17.g710000	g7999	0.1777924247230859	0.7315902423998427	5346.0
Cre17.g710050	g7998	0.1195484376690132	0.6889806819143315	3414.0
Cre17.g710100	g7997	0.0227118035768799	0.37232766473541823	1367.0
Cre17.g710150	g7996	0.0038610123880509	0.2912780060616482	1173.0
Cre17.g710300	g7991	0.160315358223278	0.5918926721849421	1614.0
Cre17.g710351	g7990	0.3727503890806113	0.8239592165010822	3336.0
Cre17.g710600	g7984	0.2261150720079673	0.5343982855357454	3307.0
Cre17.g710650	g7983	0.2591630788512878	0.6752385151348939	3343.0
Cre17.g710700	g7981	0.2872121180368714	0.7873665933740084	2384.0
Cre17.g710750	g7980	0.2967816998720997	0.9235952908436249	1740.0
Cre17.g710800	g7979	0.1305630779560299	0.34271555854968316	1441.0
Cre17.g710850	g7978	0.0371553341701021	0.3497518673963928	1182.0
Cre17.g711000	g7977	0.0775972364112261	0.5142182309227185	1411.0
Cre17.g711050	g7976	0.0437343615435414	0.3427776864296049	953.0
Cre17.g711100	g7975	0.1146224969166757	0.5920878068289464	5110.0
Cre17.g711150	g7974	0.0378800070834958	0.38642683068265754	1137.0
Cre17.g711200	g7973	0.0681844969316526	0.5468093923395065	831.0
Cre17.g711250	g7972	0.0664641269577748	0.35967981019641465	868.0
Cre17.g711300	g7971	0.110553968765795	0.4724236126891843	1253.0
Cre17.g711450	g7970	0.0809121418451466	0.48724655146515494	1067.0
Cre17.g711457	g7969	0.1591067551891772	0.506691651259925	3538.0
Cre17.g711650	g7967	0.0791038081326999	0.6893888174253897	993.0
Cre17.g711900	g7962	0.0824739615334309	0.46674651379246657	2044.0
Cre17.g711950	g7961	0.1626953144785726	0.6829200428738776	468.0
Cre17.g712000	g7960	0.0393855868929323	0.48779701020546107	638.0
Cre17.g712050	g7959	0.1666050292027272	0.8239592165010822	1253.0
Cre17.g712100	g7958	0.055291347908757	0.29375383948187145	1323.0
Cre17.g712200	g7957	0.2118902841678138	0.5794699523550072	4499.0
Cre17.g712250	g17002	0.177833050948282	0.24016562117891604	2296.0
Cre17.g712300	g7956	0.0955531478902469	0.40253380122427784	2910.0
Cre17.g712350	g7955	0.0070423052623792	0.29868364510100803	661.0
Cre17.g712400	g7954	0.0361515763634083	0.2971863397524303	1060.0
Cre17.g712450	g7953	0.2574999952508687	0.8709831621627553	3506.0
Cre17.g712500	g7952	0.2820644926661906	0.6170109245638856	2248.0
Cre17.g712600	g2141	0.2691485904852163	0.36526123130420396	443.0
Cre17.g712700	g14277	0.5505379786178295	0.9312848492315873	526.0
Cre17.g712850	g7951	0.0481991685917734	0.4160443519809232	631.0
Cre17.g712900	g7950	0.2737916773277158	0.7893376851787104	595.0
Cre17.g712950	g7946	0.3770582940299981	0.8847066913627627	5494.0
Cre17.g713000	g7949	0.204128539733	0.6626256817883731	823.0
